vegtype,auc_025_val,auc_100_val,prop_same,tss,tss_ppt_025,tss_ppt_100,tss_pptr_025,tss_pptr_100,prop_same_ppt_025,prop_same_ppt_100,prop_same_pptr_025,prop_same_pptr_100,prop_present_100,prop_present_obs,auc_ppt,auc_ptr,fold
mhw,0.71,0.73,0.29,0.34,0.18,0.1,0.2,0.31,0.21,0.15,0.21,0.29,0.16,0.16,0.74,0.77,872
smc,0.79,0.75,0.48,0.55,0.41,0.55,0.1,0.08,0.35,0.43,0.17,0.13,0.15,0.15,0.79,0.83,872
mch,0.82,0.8,0.59,0.7,0.27,0.22,0.38,0.29,0.21,0.17,0.32,0.25,0.11,0.11,0.78,0.77,873
mhw,0.7,0.73,0.25,0.27,0.38,0.12,0.2,0.54,0.29,0.15,0.2,0.42,0.16,0.16,0.72,0.79,873
smc,0.77,0.74,0.73,0.8,0.46,0.53,0.42,0.43,0.37,0.42,0.36,0.37,0.15,0.15,0.78,0.81,873
mch,0.83,0.81,0.51,0.63,0.18,0.14,0.45,0.33,0.16,0.14,0.42,0.29,0.11,0.11,0.77,0.77,874
mhw,0.68,0.7,0.43,0.52,0.18,0.04,0.32,0.45,0.18,0.12,0.28,0.37,0.16,0.16,0.72,0.76,874
smc,0.78,0.75,0.48,0.61,0.61,0.44,0.48,0.44,0.47,0.33,0.38,0.36,0.15,0.15,0.76,0.8,874
mch,0.83,0.81,0.48,0.6,0.19,0.13,0.2,0.16,0.17,0.12,0.19,0.16,0.11,0.11,0.78,0.76,875
mhw,0.7,0.73,0.25,0.29,0.37,0.17,0.12,0.48,0.3,0.17,0.16,0.39,0.16,0.16,0.73,0.8,875
smc,0.79,0.76,0.28,0.35,0.23,0.5,0.3,0.28,0.19,0.41,0.26,0.25,0.15,0.15,0.79,0.83,875
mch,0.84,0.82,0.44,0.61,0.22,0.14,0.47,0.32,0.18,0.12,0.38,0.25,0.11,0.11,0.79,0.79,876
mhw,0.67,0.71,0.27,0.33,0.34,0.19,0.23,0.43,0.25,0.17,0.2,0.34,0.16,0.16,0.73,0.76,876
smc,0.77,0.74,0.44,0.53,0.23,0.55,0.28,0.55,0.23,0.48,0.26,0.46,0.15,0.15,0.79,0.83,876
mch,0.85,0.83,0.45,0.6,0.28,0.17,0.38,0.22,0.22,0.15,0.32,0.2,0.11,0.11,0.78,0.77,877
mhw,0.69,0.72,0.26,0.27,0.05,0.02,0.11,0.39,0.13,0.1,0.14,0.32,0.16,0.16,0.75,0.8,877
smc,0.78,0.75,0.48,0.6,0.54,0.35,0.34,0.41,0.39,0.28,0.28,0.34,0.15,0.15,0.79,0.81,877
mch,0.85,0.82,0.61,0.74,0.36,0.28,0.43,0.33,0.25,0.2,0.33,0.26,0.11,0.11,0.81,0.79,878
mhw,0.7,0.72,0.28,0.34,0.07,0.04,0.2,0.38,0.12,0.1,0.19,0.32,0.16,0.16,0.75,0.77,878
smc,0.77,0.75,0.43,0.51,0.61,0.32,0.56,0.49,0.49,0.27,0.46,0.4,0.15,0.15,0.76,0.77,878
mch,0.84,0.82,0.49,0.62,0.15,0.1,0.43,0.41,0.15,0.12,0.34,0.31,0.11,0.11,0.78,0.78,879
mhw,0.71,0.73,0.34,0.43,0.29,0.07,0.27,0.55,0.22,0.13,0.24,0.45,0.16,0.16,0.75,0.78,879
smc,0.77,0.75,0.51,0.63,0.34,0.28,0.29,0.32,0.28,0.23,0.24,0.28,0.15,0.15,0.78,0.82,879
mch,0.83,0.81,0.45,0.57,0.26,0.17,0.35,0.26,0.19,0.14,0.28,0.2,0.11,0.11,0.79,0.77,880
mhw,0.72,0.73,0.29,0.33,0.06,0.04,0.26,0.46,0.12,0.11,0.24,0.38,0.16,0.16,0.74,0.79,880
smc,0.79,0.75,0.44,0.55,0.24,0.34,0.35,0.33,0.2,0.27,0.28,0.27,0.15,0.15,0.79,0.81,880
mch,0.83,0.81,0.4,0.51,0.27,0.14,0.33,0.19,0.22,0.14,0.29,0.2,0.11,0.11,0.79,0.77,881
mhw,0.69,0.72,0.44,0.51,0.36,0.17,0.18,0.39,0.3,0.19,0.2,0.34,0.16,0.16,0.7,0.75,881
smc,0.78,0.75,0.49,0.6,0.32,0.55,0.39,0.43,0.26,0.39,0.32,0.34,0.15,0.15,0.78,0.81,881
mch,0.84,0.82,0.37,0.5,0.23,0.16,0.35,0.16,0.19,0.14,0.31,0.15,0.11,0.11,0.79,0.77,882
mhw,0.72,0.73,0.2,0.22,0.04,0.09,0.18,0.45,0.11,0.12,0.18,0.35,0.16,0.16,0.76,0.78,882
smc,0.78,0.76,0.45,0.57,0.28,0.59,0.31,0.4,0.22,0.43,0.26,0.33,0.15,0.15,0.79,0.81,882
mch,0.84,0.82,0.38,0.52,0.14,0.09,0.22,0.24,0.15,0.12,0.21,0.21,0.11,0.11,0.76,0.75,883
mhw,0.73,0.75,0.24,0.31,0.26,0.16,0.16,0.37,0.2,0.17,0.16,0.3,0.16,0.16,0.76,0.76,883
smc,0.77,0.75,0.34,0.45,0.33,0.36,0.35,0.31,0.22,0.28,0.28,0.26,0.15,0.15,0.73,0.77,883
mch,0.83,0.81,0.33,0.45,0.14,0.1,0.37,0.31,0.14,0.12,0.29,0.23,0.11,0.11,0.76,0.78,884
mhw,0.72,0.73,0.27,0.32,0.24,0.11,0.19,0.46,0.22,0.16,0.2,0.38,0.16,0.16,0.75,0.79,884
smc,0.78,0.77,0.14,0.11,0.3,0.34,0.27,0.16,0.21,0.28,0.24,0.18,0.15,0.15,0.74,0.77,884
mch,0.84,0.82,0.38,0.52,0.14,0.08,0.23,0.27,0.15,0.12,0.22,0.23,0.11,0.11,0.76,0.75,885
mhw,0.73,0.75,0.24,0.28,0.24,0.16,0.18,0.4,0.2,0.18,0.18,0.33,0.16,0.16,0.77,0.77,885
smc,0.78,0.76,0.31,0.41,0.18,0.38,0.29,0.22,0.15,0.32,0.26,0.2,0.15,0.15,0.78,0.82,885
mch,0.86,0.83,0.35,0.48,0.25,0.12,0.39,0.21,0.2,0.12,0.32,0.17,0.11,0.11,0.78,0.77,886
mhw,0.7,0.72,0.26,0.25,0.05,0.11,0.14,0.44,0.11,0.14,0.16,0.35,0.16,0.16,0.77,0.79,886
smc,0.78,0.74,0.51,0.63,0.47,0.4,0.29,0.35,0.34,0.32,0.25,0.29,0.15,0.15,0.79,0.81,886
mch,0.84,0.8,0.45,0.58,0.35,0.19,0.48,0.27,0.25,0.16,0.38,0.22,0.11,0.11,0.77,0.77,887
mhw,0.7,0.72,0.32,0.36,0.17,0.14,0.32,0.53,0.18,0.16,0.27,0.43,0.16,0.16,0.75,0.79,887
smc,0.76,0.73,0.5,0.63,0.53,0.41,0.55,0.48,0.47,0.36,0.46,0.44,0.15,0.15,0.77,0.76,887
mch,0.8,0.78,0.47,0.58,0.17,0.04,0.2,0.04,0.16,0.1,0.18,0.1,0.11,0.11,0.75,0.77,888
mhw,0.71,0.73,0.25,0.29,0.26,0.12,0.32,0.45,0.24,0.15,0.27,0.38,0.16,0.16,0.73,0.78,888
smc,0.77,0.76,0.22,0.25,0.28,0.33,0.27,0.21,0.23,0.27,0.25,0.19,0.15,0.15,0.72,0.8,888
mch,0.84,0.82,0.49,0.62,0.19,0.13,0.37,0.36,0.19,0.14,0.3,0.28,0.11,0.11,0.77,0.79,889
mhw,0.72,0.75,0.26,0.33,0.22,0.13,0.18,0.43,0.19,0.15,0.17,0.34,0.16,0.16,0.77,0.76,889
smc,0.79,0.76,0.45,0.57,0.15,0.33,0.27,0.25,0.14,0.28,0.23,0.21,0.15,0.15,0.79,0.82,889
mch,0.84,0.81,0.31,0.37,0.07,0.1,0.47,0.25,0.11,0.12,0.4,0.21,0.11,0.11,0.8,0.78,890
mhw,0.71,0.73,0.21,0.23,0.09,0.11,0.16,0.5,0.12,0.12,0.18,0.39,0.16,0.16,0.76,0.8,890
smc,0.79,0.76,0.5,0.62,0.3,0.58,0.32,0.4,0.24,0.43,0.26,0.34,0.15,0.15,0.8,0.81,890
mch,0.83,0.81,0.32,0.42,0.24,0.11,0.44,0.12,0.2,0.12,0.36,0.11,0.11,0.11,0.8,0.79,891
mhw,0.73,0.73,0.29,0.35,0.07,0.11,0.33,0.44,0.11,0.13,0.27,0.36,0.16,0.16,0.76,0.78,891
smc,0.78,0.76,0.54,0.68,0.39,0.58,0.43,0.45,0.29,0.42,0.32,0.34,0.15,0.15,0.79,0.8,891
mch,0.83,0.8,0.27,0.36,0.3,0.07,0.23,0.05,0.24,0.09,0.22,0.09,0.11,0.11,0.79,0.71,892
mhw,0.73,0.73,0.25,0.31,0.16,0.16,0.26,0.41,0.16,0.15,0.23,0.35,0.16,0.16,0.76,0.78,892
smc,0.78,0.76,0.34,0.46,0.26,0.57,0.28,0.36,0.22,0.4,0.25,0.28,0.15,0.15,0.77,0.81,892
mch,0.83,0.81,0.32,0.42,0.18,0.08,0.3,0.25,0.18,0.1,0.28,0.21,0.11,0.11,0.78,0.77,893
mhw,0.71,0.74,0.24,0.31,0.35,0.16,0.04,0.25,0.27,0.16,0.11,0.24,0.16,0.16,0.75,0.76,893
smc,0.79,0.78,0.25,0.34,0.18,0.47,0.19,0.12,0.17,0.33,0.21,0.14,0.15,0.15,0.78,0.78,893
mch,0.85,0.82,0.44,0.58,0.33,0.19,0.46,0.32,0.25,0.16,0.39,0.28,0.11,0.11,0.8,0.8,894
mhw,0.69,0.71,0.33,0.39,0.22,0.04,0.33,0.39,0.19,0.12,0.28,0.34,0.16,0.16,0.72,0.77,894
smc,0.76,0.74,0.35,0.44,0.61,0.26,0.5,0.43,0.46,0.21,0.39,0.36,0.15,0.15,0.79,0.8,894
mch,0.83,0.81,0.49,0.62,0.14,0.1,0.21,0.2,0.14,0.12,0.22,0.21,0.11,0.11,0.76,0.75,895
mhw,0.68,0.72,0.28,0.34,0.41,0.2,0.13,0.39,0.3,0.2,0.16,0.33,0.16,0.16,0.73,0.78,895
smc,0.77,0.75,0.56,0.65,0.41,0.55,0.34,0.53,0.35,0.47,0.33,0.45,0.15,0.15,0.78,0.81,895
mch,0.8,0.79,0.42,0.53,0.2,0.07,0.23,0.1,0.17,0.1,0.2,0.12,0.11,0.11,0.76,0.77,896
mhw,0.72,0.73,0.28,0.32,0.25,0.12,0.29,0.45,0.23,0.15,0.26,0.39,0.16,0.16,0.74,0.78,896
smc,0.77,0.76,0.21,0.23,0.29,0.36,0.27,0.16,0.23,0.29,0.26,0.16,0.15,0.15,0.72,0.78,896
mch,0.84,0.82,0.38,0.52,0.15,0.08,0.2,0.23,0.16,0.12,0.21,0.21,0.11,0.11,0.76,0.75,897
mhw,0.73,0.74,0.25,0.33,0.25,0.15,0.18,0.38,0.2,0.17,0.18,0.31,0.16,0.16,0.76,0.76,897
smc,0.77,0.74,0.34,0.45,0.32,0.36,0.37,0.33,0.22,0.28,0.29,0.28,0.15,0.15,0.73,0.79,897
mch,0.84,0.81,0.42,0.53,0.28,0.18,0.42,0.42,0.24,0.16,0.38,0.37,0.11,0.11,0.81,0.79,898
mhw,0.69,0.72,0.46,0.53,0.09,0.03,0.41,0.51,0.14,0.12,0.34,0.41,0.16,0.16,0.72,0.81,898
smc,0.8,0.77,0.5,0.62,0.32,0.35,0.13,0.18,0.25,0.23,0.15,0.2,0.15,0.15,0.81,0.83,898
mch,0.83,0.81,0.52,0.63,0.16,0.11,0.36,0.28,0.16,0.13,0.35,0.27,0.11,0.11,0.78,0.77,899
mhw,0.69,0.71,0.38,0.47,0.08,0.09,0.37,0.56,0.12,0.14,0.29,0.48,0.16,0.16,0.75,0.78,899
smc,0.76,0.74,0.51,0.65,0.64,0.48,0.55,0.48,0.51,0.37,0.43,0.4,0.15,0.15,0.76,0.8,899
mch,0.84,0.82,0.41,0.54,0.17,0.1,0.36,0.27,0.18,0.12,0.31,0.22,0.11,0.11,0.77,0.78,900
mhw,0.72,0.75,0.24,0.27,0.17,0.18,0.14,0.31,0.17,0.17,0.16,0.27,0.16,0.16,0.77,0.74,900
smc,0.79,0.77,0.35,0.47,0.19,0.33,0.27,0.17,0.14,0.28,0.23,0.15,0.15,0.15,0.79,0.8,900
mch,0.84,0.82,0.37,0.51,0.11,0.08,0.25,0.29,0.14,0.12,0.23,0.24,0.11,0.11,0.76,0.75,901
mhw,0.74,0.73,0.23,0.26,0.27,0.13,0.25,0.45,0.22,0.16,0.23,0.36,0.16,0.16,0.77,0.78,901
smc,0.77,0.75,0.25,0.31,0.31,0.39,0.32,0.26,0.23,0.3,0.28,0.25,0.15,0.15,0.74,0.78,901
mch,0.84,0.82,0.39,0.51,0.3,0.15,0.38,0.2,0.22,0.13,0.29,0.17,0.11,0.11,0.79,0.77,902
mhw,0.7,0.72,0.24,0.26,0.22,0.17,0.26,0.38,0.21,0.18,0.24,0.35,0.16,0.16,0.74,0.77,902
smc,0.77,0.74,0.58,0.67,0.45,0.59,0.29,0.36,0.37,0.49,0.27,0.31,0.15,0.15,0.78,0.82,902
mch,0.84,0.81,0.46,0.59,0.16,0.12,0.26,0.24,0.15,0.12,0.24,0.22,0.11,0.11,0.78,0.78,903
mhw,0.67,0.7,0.37,0.47,0.39,0.23,0.2,0.34,0.3,0.2,0.19,0.29,0.16,0.16,0.73,0.78,903
smc,0.77,0.75,0.37,0.46,0.21,0.51,0.25,0.54,0.2,0.44,0.25,0.46,0.15,0.15,0.79,0.82,903
mch,0.84,0.82,0.46,0.59,0.29,0.17,0.41,0.29,0.23,0.15,0.34,0.26,0.11,0.11,0.79,0.79,904
mhw,0.69,0.73,0.27,0.31,0.24,0.14,0.16,0.34,0.21,0.17,0.18,0.31,0.16,0.16,0.74,0.77,904
smc,0.77,0.74,0.68,0.77,0.54,0.59,0.46,0.55,0.44,0.48,0.41,0.47,0.15,0.15,0.77,0.81,904
mch,0.86,0.83,0.43,0.57,0.34,0.19,0.44,0.27,0.24,0.15,0.34,0.21,0.11,0.11,0.8,0.78,905
mhw,0.69,0.73,0.24,0.24,0.02,0.06,0.04,0.36,0.09,0.11,0.1,0.29,0.16,0.16,0.77,0.79,905
smc,0.78,0.74,0.51,0.63,0.46,0.35,0.3,0.33,0.34,0.3,0.26,0.29,0.15,0.15,0.79,0.81,905
mch,0.84,0.81,0.35,0.48,0.23,0.15,0.36,0.14,0.19,0.14,0.32,0.13,0.11,0.11,0.79,0.77,906
mhw,0.72,0.73,0.22,0.26,0.04,0.1,0.22,0.43,0.1,0.13,0.21,0.34,0.16,0.16,0.76,0.79,906
smc,0.78,0.76,0.44,0.56,0.29,0.6,0.36,0.41,0.22,0.43,0.28,0.34,0.15,0.15,0.79,0.82,906
mch,0.83,0.81,0.35,0.46,0.27,0.11,0.38,0.21,0.22,0.12,0.31,0.19,0.11,0.11,0.79,0.78,907
mhw,0.69,0.73,0.4,0.48,0.43,0.22,0.16,0.38,0.32,0.2,0.18,0.31,0.16,0.16,0.71,0.77,907
smc,0.78,0.75,0.45,0.58,0.31,0.57,0.39,0.44,0.25,0.4,0.31,0.34,0.15,0.15,0.78,0.81,907
mch,0.84,0.82,0.42,0.56,0.17,0.15,0.34,0.22,0.15,0.13,0.3,0.19,0.11,0.11,0.77,0.76,908
mhw,0.67,0.7,0.3,0.34,0.43,0.21,0.26,0.55,0.32,0.19,0.24,0.45,0.16,0.16,0.73,0.77,908
smc,0.77,0.73,0.55,0.63,0.3,0.53,0.26,0.34,0.29,0.45,0.23,0.29,0.15,0.15,0.78,0.83,908
mch,0.84,0.82,0.44,0.59,0.23,0.15,0.37,0.31,0.17,0.13,0.3,0.25,0.11,0.11,0.79,0.79,909
mhw,0.66,0.71,0.32,0.41,0.32,0.2,0.16,0.31,0.24,0.18,0.17,0.26,0.16,0.16,0.73,0.76,909
smc,0.77,0.75,0.48,0.58,0.28,0.55,0.33,0.59,0.26,0.47,0.31,0.52,0.15,0.15,0.79,0.83,909
mch,0.83,0.81,0.41,0.54,0.16,0.13,0.36,0.36,0.15,0.13,0.27,0.27,0.11,0.11,0.78,0.77,910
mhw,0.71,0.73,0.25,0.27,0.3,0.14,0.26,0.44,0.24,0.15,0.24,0.36,0.16,0.16,0.74,0.8,910
smc,0.78,0.76,0.19,0.25,0.23,0.39,0.31,0.17,0.19,0.31,0.27,0.17,0.15,0.15,0.76,0.82,910
mch,0.84,0.81,0.46,0.6,0.19,0.13,0.23,0.22,0.16,0.12,0.22,0.21,0.11,0.11,0.78,0.78,911
mhw,0.66,0.7,0.41,0.53,0.4,0.24,0.23,0.35,0.3,0.2,0.2,0.29,0.16,0.16,0.73,0.77,911
smc,0.77,0.75,0.45,0.54,0.25,0.52,0.25,0.49,0.24,0.45,0.26,0.44,0.15,0.15,0.79,0.83,911
mch,0.84,0.81,0.39,0.51,0.28,0.16,0.42,0.22,0.2,0.13,0.33,0.17,0.11,0.11,0.8,0.78,912
mhw,0.7,0.73,0.31,0.36,0.26,0.03,0.27,0.46,0.22,0.1,0.25,0.39,0.16,0.16,0.72,0.78,912
smc,0.77,0.74,0.63,0.74,0.43,0.5,0.36,0.38,0.33,0.39,0.29,0.32,0.15,0.15,0.8,0.81,912
mch,0.85,0.82,0.29,0.36,0.1,0.1,0.44,0.33,0.11,0.11,0.36,0.26,0.11,0.11,0.79,0.78,913
mhw,0.7,0.72,0.26,0.32,0.09,0.06,0.23,0.53,0.14,0.11,0.22,0.44,0.16,0.16,0.74,0.79,913
smc,0.78,0.75,0.53,0.68,0.41,0.58,0.22,0.3,0.31,0.45,0.2,0.26,0.15,0.15,0.8,0.79,913
mch,0.84,0.82,0.53,0.65,0.18,0.12,0.44,0.37,0.18,0.14,0.36,0.29,0.11,0.11,0.78,0.79,914
mhw,0.73,0.75,0.28,0.34,0.19,0.13,0.2,0.46,0.17,0.15,0.19,0.38,0.16,0.16,0.77,0.76,914
smc,0.79,0.76,0.45,0.55,0.17,0.29,0.23,0.34,0.16,0.23,0.18,0.27,0.15,0.15,0.79,0.82,914
mch,0.84,0.82,0.46,0.62,0.34,0.21,0.54,0.35,0.24,0.15,0.42,0.25,0.11,0.11,0.79,0.79,915
mhw,0.67,0.72,0.28,0.32,0.29,0.18,0.24,0.47,0.21,0.16,0.21,0.38,0.16,0.16,0.74,0.77,915
smc,0.77,0.74,0.57,0.66,0.31,0.55,0.35,0.55,0.3,0.47,0.32,0.47,0.15,0.15,0.78,0.83,915
mch,0.83,0.78,0.09,0.08,0.13,0.08,0.2,0.19,0.15,0.11,0.19,0.16,0.11,0.11,0.75,0.75,916
mhw,0.72,0.74,0.22,0.27,0.23,0.15,0.18,0.42,0.19,0.17,0.17,0.33,0.16,0.16,0.76,0.77,916
smc,0.76,0.73,0.34,0.44,0.33,0.36,0.36,0.32,0.25,0.27,0.31,0.28,0.15,0.15,0.71,0.78,916
mch,0.84,0.82,0.45,0.6,0.22,0.15,0.32,0.28,0.16,0.13,0.27,0.24,0.11,0.11,0.78,0.78,917
mhw,0.67,0.71,0.32,0.41,0.33,0.2,0.17,0.33,0.24,0.18,0.17,0.28,0.16,0.16,0.73,0.77,917
smc,0.77,0.75,0.44,0.54,0.24,0.55,0.3,0.59,0.23,0.47,0.28,0.51,0.15,0.15,0.79,0.84,917
mch,0.81,0.8,0.35,0.46,0.17,0.09,0.24,0.18,0.16,0.11,0.2,0.15,0.11,0.11,0.75,0.77,918
mhw,0.72,0.73,0.26,0.29,0.25,0.11,0.29,0.44,0.24,0.15,0.25,0.37,0.16,0.16,0.75,0.78,918
smc,0.77,0.76,0.23,0.26,0.31,0.35,0.3,0.15,0.24,0.29,0.27,0.16,0.15,0.15,0.72,0.78,918
mch,0.84,0.81,0.37,0.47,0.28,0.16,0.37,0.27,0.21,0.14,0.29,0.22,0.11,0.11,0.78,0.79,919
mhw,0.71,0.73,0.3,0.34,0.15,0.07,0.21,0.32,0.2,0.14,0.21,0.3,0.16,0.16,0.74,0.78,919
smc,0.79,0.76,0.36,0.38,0.37,0.45,0.12,0.14,0.31,0.34,0.17,0.15,0.15,0.15,0.8,0.83,919
mch,0.85,0.83,0.47,0.62,0.32,0.21,0.42,0.28,0.23,0.16,0.34,0.23,0.11,0.11,0.8,0.77,920
mhw,0.69,0.73,0.24,0.24,0.03,0.05,0.03,0.34,0.08,0.1,0.1,0.28,0.16,0.16,0.77,0.8,920
smc,0.78,0.74,0.51,0.62,0.46,0.34,0.31,0.32,0.35,0.29,0.27,0.29,0.15,0.15,0.79,0.81,920
mch,0.82,0.8,0.61,0.73,0.14,0.13,0.34,0.29,0.15,0.13,0.29,0.24,0.11,0.11,0.77,0.77,921
mhw,0.7,0.73,0.25,0.28,0.37,0.16,0.12,0.46,0.31,0.18,0.17,0.37,0.16,0.16,0.72,0.78,921
smc,0.77,0.74,0.78,0.84,0.57,0.55,0.41,0.42,0.47,0.45,0.36,0.37,0.15,0.15,0.77,0.8,921
mch,0.8,0.77,0.39,0.5,0.2,0.09,0.19,0.02,0.17,0.11,0.18,0.07,0.11,0.11,0.76,0.77,922
mhw,0.71,0.72,0.28,0.31,0.21,0.13,0.27,0.42,0.22,0.16,0.25,0.35,0.16,0.16,0.74,0.76,922
smc,0.77,0.75,0.24,0.31,0.27,0.38,0.24,0.18,0.22,0.29,0.25,0.17,0.15,0.15,0.73,0.82,922
mch,0.82,0.8,0.48,0.61,0.27,0.18,0.24,0.16,0.22,0.15,0.24,0.17,0.11,0.11,0.79,0.72,923
mhw,0.72,0.73,0.26,0.3,0.13,0.04,0.32,0.45,0.15,0.11,0.26,0.36,0.16,0.16,0.73,0.8,923
smc,0.78,0.75,0.66,0.77,0.52,0.59,0.37,0.4,0.39,0.45,0.31,0.34,0.15,0.15,0.78,0.82,923
mch,0.82,0.8,0.47,0.61,0.27,0.16,0.36,0.23,0.21,0.14,0.29,0.2,0.11,0.11,0.79,0.77,924
mhw,0.72,0.73,0.24,0.26,0.11,0.06,0.29,0.45,0.15,0.12,0.25,0.36,0.16,0.16,0.73,0.8,924
smc,0.78,0.75,0.67,0.77,0.5,0.57,0.44,0.45,0.38,0.43,0.36,0.37,0.15,0.15,0.79,0.82,924
mch,0.85,0.82,0.53,0.67,0.36,0.23,0.41,0.29,0.25,0.18,0.31,0.23,0.11,0.11,0.81,0.8,925
mhw,0.68,0.7,0.4,0.5,0.05,-0.02,0.07,0.27,0.11,0.08,0.12,0.25,0.16,0.16,0.74,0.81,925
smc,0.77,0.74,0.41,0.5,0.52,0.22,0.45,0.36,0.43,0.23,0.38,0.33,0.15,0.15,0.76,0.78,925
mch,0.84,0.82,0.42,0.56,0.36,0.17,0.38,0.21,0.25,0.15,0.29,0.18,0.11,0.11,0.8,0.79,926
mhw,0.69,0.72,0.38,0.45,0.22,0.09,0.09,0.34,0.22,0.14,0.15,0.28,0.16,0.16,0.74,0.8,926
smc,0.77,0.75,0.53,0.63,0.51,0.38,0.35,0.42,0.39,0.32,0.3,0.35,0.15,0.15,0.79,0.81,926
mch,0.82,0.8,0.29,0.38,0.27,0.01,0.35,0.08,0.21,0.06,0.28,0.11,0.11,0.11,0.79,0.78,927
mhw,0.72,0.74,0.26,0.35,0.22,0.17,0.22,0.38,0.21,0.17,0.21,0.34,0.16,0.16,0.75,0.78,927
smc,0.78,0.77,0.28,0.38,0.16,0.55,0.24,0.18,0.17,0.39,0.23,0.17,0.15,0.15,0.77,0.8,927
mch,0.84,0.81,0.37,0.47,0.09,0.11,0.35,0.21,0.12,0.12,0.35,0.21,0.11,0.11,0.75,0.77,928
mhw,0.68,0.7,0.42,0.5,0.21,0.07,0.41,0.43,0.19,0.14,0.34,0.37,0.16,0.16,0.71,0.75,928
smc,0.77,0.75,0.48,0.61,0.61,0.41,0.45,0.41,0.47,0.31,0.37,0.36,0.15,0.15,0.76,0.8,928
mch,0.8,0.79,0.38,0.54,0.15,0.15,0.23,0.16,0.14,0.14,0.19,0.14,0.11,0.11,0.75,0.76,929
mhw,0.71,0.72,0.31,0.34,0.23,0.15,0.27,0.49,0.22,0.16,0.26,0.42,0.16,0.16,0.74,0.76,929
smc,0.77,0.75,0.25,0.33,0.21,0.46,0.24,0.21,0.18,0.36,0.25,0.19,0.15,0.15,0.76,0.82,929
mch,0.84,0.82,0.71,0.81,0.35,0.3,0.43,0.39,0.24,0.22,0.34,0.3,0.11,0.11,0.8,0.81,930
mhw,0.71,0.73,0.23,0.25,0.15,0.08,0.05,0.31,0.19,0.14,0.12,0.3,0.16,0.16,0.75,0.76,930
smc,0.77,0.74,0.67,0.77,0.62,0.55,0.49,0.49,0.49,0.42,0.41,0.4,0.15,0.15,0.76,0.79,930
mch,0.8,0.78,0.34,0.45,0.18,0.14,0.25,0.27,0.18,0.13,0.23,0.2,0.11,0.11,0.75,0.74,931
mhw,0.72,0.73,0.26,0.3,0.22,0.12,0.31,0.42,0.2,0.16,0.26,0.35,0.16,0.16,0.75,0.78,931
smc,0.77,0.75,0.27,0.34,0.34,0.38,0.37,0.32,0.26,0.28,0.3,0.26,0.15,0.15,0.7,0.75,931
mch,0.82,0.81,0.39,0.51,0.28,0.11,0.34,0.16,0.22,0.11,0.29,0.15,0.11,0.11,0.79,0.75,932
mhw,0.71,0.73,0.25,0.3,0.21,0.09,0.24,0.42,0.18,0.12,0.22,0.34,0.16,0.16,0.74,0.8,932
smc,0.78,0.75,0.5,0.64,0.42,0.61,0.35,0.39,0.32,0.43,0.29,0.31,0.15,0.15,0.78,0.81,932
mch,0.83,0.81,0.42,0.53,0.27,0.14,0.34,0.2,0.22,0.14,0.3,0.2,0.11,0.11,0.79,0.76,933
mhw,0.69,0.72,0.42,0.49,0.37,0.16,0.21,0.46,0.31,0.19,0.22,0.38,0.16,0.16,0.7,0.78,933
smc,0.78,0.75,0.5,0.62,0.35,0.55,0.4,0.43,0.27,0.39,0.32,0.35,0.15,0.15,0.78,0.81,933
mch,0.84,0.82,0.5,0.63,0.19,0.13,0.39,0.37,0.19,0.14,0.32,0.29,0.11,0.11,0.77,0.78,934
mhw,0.73,0.75,0.27,0.32,0.18,0.12,0.21,0.46,0.16,0.14,0.2,0.37,0.16,0.16,0.77,0.76,934
smc,0.79,0.76,0.44,0.54,0.14,0.31,0.28,0.28,0.13,0.26,0.22,0.23,0.15,0.15,0.79,0.82,934
mch,0.82,0.8,0.25,0.36,0.12,0.13,0.19,0.26,0.15,0.13,0.19,0.19,0.11,0.11,0.75,0.75,935
mhw,0.72,0.73,0.24,0.27,0.26,0.11,0.29,0.44,0.23,0.15,0.25,0.36,0.16,0.16,0.75,0.78,935
smc,0.77,0.76,0.22,0.25,0.31,0.38,0.31,0.26,0.24,0.29,0.27,0.23,0.15,0.15,0.71,0.77,935
mch,0.84,0.82,0.39,0.51,0.14,0.12,0.33,0.24,0.15,0.13,0.3,0.22,0.11,0.11,0.77,0.79,936
mhw,0.68,0.7,0.4,0.47,0.2,0.04,0.35,0.46,0.19,0.12,0.29,0.37,0.16,0.16,0.71,0.79,936
smc,0.78,0.75,0.36,0.49,0.54,0.25,0.34,0.39,0.38,0.18,0.25,0.32,0.15,0.15,0.78,0.81,936
mch,0.85,0.82,0.4,0.52,0.1,0.09,0.39,0.32,0.13,0.11,0.36,0.28,0.11,0.11,0.76,0.78,937
mhw,0.68,0.7,0.38,0.44,0.24,0.06,0.35,0.43,0.2,0.13,0.3,0.36,0.16,0.16,0.7,0.76,937
smc,0.77,0.75,0.45,0.58,0.6,0.36,0.47,0.45,0.46,0.28,0.38,0.38,0.15,0.15,0.76,0.8,937
mch,0.83,0.81,0.46,0.59,0.21,0.14,0.3,0.23,0.17,0.13,0.23,0.19,0.11,0.11,0.78,0.77,938
mhw,0.71,0.74,0.26,0.28,0.26,0.13,0.19,0.42,0.23,0.15,0.21,0.35,0.16,0.16,0.74,0.78,938
